x, y
16.241007126128537, 38.1074375663001
16.456834452411762, 38.23966853353631
16.61870494712418, 38.35537157566119
16.924459777148144, 38.56198274570572
17.374100589115468, 38.85123959438335
17.661870906370375, 39.02479340093611
18.09352555893682, 39.28925609204308
18.723021378385617, 39.60330558502227
19.280575853494554, 39.85950431357357
19.76618733763181, 40.13223172387076
20.503596820222217, 40.38016573323184
21.384892284755992, 40.64462842433881
22.08633109517647, 40.826446950081795
22.859711249936808, 40.93388527301644
23.543165547588234, 40.975207355698444
24.244604358008715, 40.917355834636005
24.730215842145967, 40.76033146646369
25.179855007481464, 40.53719085803871
25.611509660047915, 40.198347207488865
25.71942332318953, 39.92561979719167
25.845324792363847, 39.6363637051486
25.935250649472756, 39.39669441497773
25.935250649472756, 39.18181776910843
25.97122296827451, 38.909090358811234
26.00719528707626, 38.652892386894486
26.00719528707626, 38.39669365834318
26.00719528707626, 38.20661117004454
25.989207481043564, 38.041321326047445
